FN_CALGRADE
IF_MES_QM_I_SCR_GRADE
IF_MES_QM_I_SCR_GRADE_CANCEL
IF_MES_QM_I_SCR_GRADE_SCRAP
IF_MES_QM_SCR_GRAD
IF_MES_QM_SCR_GRAD_CANCEL
IF_SET_SCALE
IF_SET_SCALEIN
IF_SET_WEIGHT
sp_alterdiagram
sp_creatediagram
sp_dropdiagram
sp_helpdiagramdefinition
sp_helpdiagrams
sp_renamediagram
sp_upgraddiagrams
XXXXIF_KSCM_LE_PICKING_INFO_SEND
XXXXIF_KSCM_LE_PICKING_INFO_SEND_SINGLE
XXXXIF_KSCM_MM_GR_RCV_SEND
XXXXIF_KSCM_MM_IMGR_RCV_SEND
XXXXIF_KSCM_MM_MVT_RCV_SEND
XXXXIF_KSCM_MM_REVMVT_RCV_SEND
XXXXIF_KSCM_MM_SCGR_RCV_SEND
XXXXIF_KSCM_PP_NO_OPER_SEND
XXXXIF_KSCM_PP_PO_CLOSE_SEND
XXXXIF_KSCM_PP_PROD_CONF_SEND
XXXXIF_KSCM_PP_PROD_GI_SEND
XXXXIF_KSCM_PP_PROD_GI_SEND_SINGLE
XXXXIF_KSCM_PP_PROD_GR_SEND
XXXXIF_KSCM_PP_PROD_GR_SEND_SINGLE
XXXXIF_KSCM_PP_PROD_WDOC_SEND
XXXXIF_MES_LE_PICKING_INFO
XXXXIF_MES_LE_PICKING_INFO_CANCEL
XXXXIF_MES_MM_MVT_RCV
XXXXIF_MES_PP_PROD_CONF_BEFORE 
XXXXIF_SET_FE
XXXXUSP_SAP_GET_STOCK
XXXXUSP_SAP_GET_STOCK_SINGLE
XXXXUSP_SAP_HTTPSRequest
XXXXWaitScheduleTest
FN_CALGRADE_VALUETYPE
FN_GETINSPFALSEREASON
FN_GETECHNICALNO
FN_GETTECHNICALNO
FN_GETTECHNICALNO_UI
IF_MES_MM_GR_RCV_VENDOR
"243	C	SCR	FUNCTION	FN_GETTECHNICALNO_UI	?"
"244	C	SCRIF	Procedure	IF_MES_MM_GR_RCV_VENDOR	?"
